date,銘柄名,コード,ニューインデックス区分,企業コード,年,指標名,スコア
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2023,20代成長環境,2.9
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2024,20代成長環境,2.96
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2025,20代成長環境,3
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2016,人材の長期育成,2.35
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2017,人材の長期育成,2.24
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2018,人材の長期育成,2.22
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2019,人材の長期育成,2.23
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2020,人材の長期育成,2.34
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2021,人材の長期育成,2.37
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2022,人材の長期育成,2.56
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2023,人材の長期育成,2.65
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2024,人材の長期育成,2.58
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2025,人材の長期育成,2.5
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2016,法令順守意識,3.05
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2017,法令順守意識,3.05
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2018,法令順守意識,3.08
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2019,法令順守意識,2.95
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2020,法令順守意識,3.06
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2021,法令順守意識,3.17
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2022,法令順守意識,3.38
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2023,法令順守意識,3.47
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2024,法令順守意識,3.16
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2025,法令順守意識,2.83
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2016,人事評価の適正感,2.59
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2017,人事評価の適正感,2.6
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2018,人事評価の適正感,2.54
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2019,人事評価の適正感,2.53
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2020,人事評価の適正感,2.55
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2021,人事評価の適正感,2.56
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2022,人事評価の適正感,2.68
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2023,人事評価の適正感,2.7
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2024,人事評価の適正感,2.75
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2025,人事評価の適正感,2.67
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2016,有給休暇消化率,42.94
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2017,有給休暇消化率,44.87
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2018,有給休暇消化率,50
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2019,有給休暇消化率,52.53
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2020,有給休暇消化率,52.54
2025/6/30,アマダ,6113,TOPIX Mid400,a0910000000FrHY,2021,有給休暇消化率,54.91
